id,aligned,n_revisions,human_explanation,llm_explanation,human_n_explanation,llm_n_explanation,human_n_statements,llm_n_statements,human_statement_char_length,human_statement_token_length,llm_statement_char_length,llm_statement_token_length,human_explanation_char_length,human_explanation_token_length,llm_explanation_char_length,llm_explanation_token_length,human_explanation_avg_char_length,human_explanation_avg_token_length,llm_explanation_avg_char_length,llm_explanation_avg_token_length,source,errant_error_type
fce_dev_418,"So {=>,} the rules are clear {,=>:} you need to participate {to=>in} the lessons and also be successful {at=>in} the exam of June 2000 .",4,"- The comma separating two independent clauses was changed to a colon. A colon provides the sense that the following thought, which could be a full sentence by itself, expands upon the previous idea.
- The word ""to"" was replaced with ""in"" to form the more natural verb phrase ""participate in.""
- The word ""at"" was replaced with ""in."" In English, using the success + in construction is more natural when referring to specific achievements, while the word ""at"" may be used for more general patterns.","- A comma was added before an introductory clause.
- A colon was added to introduce a list.
- ""To"" was changed to ""in"" because ""participate in"" is the correct phrase.
- ""At"" was changed to ""in"" because ""successful in"" is the correct phrase.",explanation_2,explanation_1,3,4,"[197, 91, 201]","[37, 23, 44]","[48, 38, 72, 71]","[9, 9, 19, 19]",489,104,229,56,163.0,34.666666666666664,57.25,14.0,fce,"['M:PUNCT', 'R:PUNCT', 'R:PREP', 'R:PREP']"
fce_dev_226,"{Firstly=>First} , I 'm very glad to hear from you .",1,- The adverb is switched to the adjective in the introductory phrase. This is a style edit. Either can be used as an introductory phrase.,- 'Firstly' is less commonly used than 'first' and may sound too formal or old-fashioned in some contexts.,explanation_2,explanation_1,1,1,[135],[27],[104],[24],135,27,104,24,135.0,27.0,104.0,24.0,fce,['R:MORPH']
fce_dev_85,"I never forget important days {. Becouse=>because} I have {got=>} a {data-bank=>databank} . {=>When an important day is coming , it notifies me .}",4,"- The spelling error is corrected, ""becouse"" is corrected to ""because.""
- The period before ""because"" is deleted this is a dependent clause and doesn't express a complete thought. The two clauses are combined to form one sentence.
- The verb ""got"" is deleted because the sentence already contains the verb ""have.""
- The word ""databank"" is not hyphenated, so the hyphen is deleted.
- A new sentence is added but the reason for this is unclear. The sentence that is added is also ungrammatical, so this addition isn't correct.  I'll mention this in the comments section.","- ""Becouse"" was corrected to ""because"" for proper spelling.
- ""Got"" was removed for more concise language.
- ""Data-bank"" was changed to ""databank"" for proper spelling.
- A new sentence was added to provide more detail and improve fluency.",explanation_2,explanation_1,5,4,"[69, 156, 80, 64, 185]","[16, 31, 18, 15, 39]","[57, 44, 58, 68]","[13, 10, 15, 13]",554,119,227,51,110.8,23.8,56.75,12.75,fce,"['R:OTHER', 'U:VERB', 'R:NOUN', 'M:OTHER']"
wiki_dev_44,"The film prominently showed this edition - black jacket {,=>} with {,=>} gold {,=>} and red font - as the one that Dean Witter Reynolds required 60 unpaid interns to study for six months .",3,"- The commas after ""black jacket,"" ""with,"" and ""gold"" were deleted because ""black jacket with gold and red front"" functions as one parenthetical phrase that is inserted in the middle of the main clause.",- The commas were removed to simplify the sentence and improve readability.,explanation_1,explanation_2,1,1,[200],[44],[73],[12],200,44,73,12,200.0,44.0,73.0,12.0,wiki,"['U:PUNCT', 'U:PUNCT', 'U:PUNCT']"
wiki_dev_662,"One {Mi-24s have=>Mi-24 has} been lost to LTTE MANPADs , and another two lost in attacks on airbases , with one heavily damaged but later returned to service .",1,"- Coming after ""One,"" the singular form without an ""s"" is required.
- Coming after a singular noun like ""One Mi-24,"" ""has"" is the correct verb form.","- The subject ""Mi-24"" is singular and requires the singular verb ""has"" instead of ""have.""",explanation_2,explanation_1,2,1,"[65, 78]","[17, 20]",[87],[21],143,37,87,21,71.5,18.5,87.0,21.0,wiki,"['R:NOUN', 'R:VERB:SVA']"
fce_dev_259,"However , we have seen an advertisement for the London Fashion and Leisure Show {=>.} It {would=>will} be on the 13th of March from {10.00=>10 : 00} to {19.00=>19 : 00} .",4,"- The period is inserted to separate the two independent clauses into separate sentences.
- ""Would"" is substituted with ""will"" to clarify that the event will be happening at a specific date and time.
- The periods are substituted for the colons. The correct way to annotate a time is with a colon, not a period.","- The first edit adds a period to separate these two independent clauses.
- The second edit changes 'would' to 'will' to correctly indicate future tense.
- The third and fourth edits change the time format to the standard 12-hour clock with colons.",explanation_1,explanation_2,3,3,"[87, 107, 109]","[14, 24, 24]","[71, 77, 92]","[13, 17, 19]",303,62,240,49,101.0,20.666666666666668,80.0,16.333333333333332,fce,"['M:PUNCT', 'R:VERB:TENSE', 'R:OTHER', 'M:PUNCT', 'M:OTHER', 'R:OTHER', 'M:PUNCT', 'M:OTHER']"
fce_dev_800,"I still go to school {=>,} and I have {plan=>plans to} go to a college {on=>} next year .",3,"- Commas are usually used to separate full sentences joined by ""and.""
- Coming after ""have"" and without an article like ""a,"" the plural form ""plans"" is needed here.
- The preposition ""to"" is needed after ""plans"" in sentences like this.
- Typically a preposition is not needed before the phrase ""next year.""","- The conjunction 'and' requires a comma before it when it connects two independent clauses.
- 'Plan' needs to be plural to match the subject 'I.'
- 'On' is unnecessary and awkward.",explanation_1,explanation_2,4,3,"[67, 92, 68, 68]","[14, 24, 16, 14]","[90, 51, 32]","[17, 14, 8]",295,68,173,39,73.75,17.0,57.66666666666666,13.0,fce,"['M:PUNCT', 'R:NOUN:NUM', 'M:VERB:FORM', 'U:PREP']"
fce_test_334,"Otherwise {If=>, if} you are in a good mood it will turn into a bad mood .",1,"- This edit adds a comma after the introductory phrase and makes the first letter in ""if"" lower case.","- A comma is needed after ""otherwise"" to separate the introductory phrase from the main clause.
- The conjunction ""if"" needs to follow the comma to properly introduce the dependent clause.",explanation_2,explanation_1,1,2,[99],[21],"[93, 90]","[18, 17]",99,21,183,35,99.0,21.0,91.5,17.5,fce,['M:PUNCT']
wiki_dev_360,"In between these records {=>,} Krakowski himself also released the CD "" Unbounded "" ( on Kamea Media ) , where he sings some of his own songs in English .",1,"- A comma after ""in between these records"" was added because this functions as an introductory prepositional phrase, and the comma separates the introductory phrase from the main clause.","- The addition of a comma after ""records"" sets off the introductory phrase.",explanation_1,explanation_2,1,1,[184],[32],[73],[15],184,32,73,15,184.0,32.0,73.0,15.0,wiki,['M:PUNCT']
fce_dev_39,"We can spend a lot of time enjoying ourselves with {some=>} programs , {=>and} all {what=>} we have to do is {watching=>watch} .",4,"- ""some"" was removed, as it was redundant.
- A comma was added before a conjunction joining two clauses.
- ""what"" was removed, as it was redundant.
- ""watch"" is the correct inflection.","- The word ""some"" was removed as it is unnecessary and doesn't add any meaning to the sentence.
- The conjunction ""and"" was added to connect the two phrases in the sentence.
- The word ""what"" was removed as it is unnecessary and doesn't add any meaning to the sentence.
- The verb ""watching"" was changed to ""watch"" to correct the grammar of the sentence.",explanation_1,explanation_2,4,4,"[40, 59, 40, 34]","[11, 11, 11, 8]","[93, 75, 93, 82]","[21, 16, 21, 19]",173,41,343,77,43.25,10.25,85.75,19.25,fce,"['U:DET', 'M:CONJ', 'U:PRON', 'R:VERB:FORM']"
wiki_dev_548,"As he works for the police department , fighting crime in Los Angeles {,=>} and later New York , {=>he} is met with a {=>culture} clash {in culture=>} .",4,"- This comma is removed because it is unnecessary and breaks the flow of the sentence.
- This ""he"" is added because this independent clause needs a subject.
- ""Culture clash"" is a common phrase and sounds more natural to native speakers than the longer and less common ""clash in culture.""","- The comma separating ""Los Angeles"" and ""and later New York"" was removed because it is not necessary in a list with only two items.
- The subject ""he"" was added to clarify who is experiencing the culture clash.
- ""culture clash"" was rephrased to be more concise and clear.
- ""in culture"" was removed because it is redundant with ""culture clash.""",explanation_2,explanation_1,3,4,"[84, 67, 129]","[16, 14, 27]","[130, 76, 59, 70]","[29, 16, 13, 16]",280,57,335,74,93.33333333333331,19.0,83.75,18.5,wiki,"['U:PUNCT', 'M:PRON', 'U:OTHER', 'M:NOUN']"
wiki_dev_74,"Seddon 's plans focused mainly on New Zealand dominion over Fiji and Samoa {, but=>. But} in the end , only the Cook Islands came under New Zealand 's control during his reign .",1,"- "", but"" was changed to "". But"" to separate two independent clauses.","-  ""But"" is sufficient to connect the two independent clauses, so ""but in the end"" is unnecessary and awkward. ",explanation_2,explanation_1,1,1,[67],[17],[109],[25],67,17,109,25,67.0,17.0,109.0,25.0,wiki,['R:PUNCT']
wiki_dev_772,He was {=>one} of the star players of the San Sebastian Stags during his college days in the National Collegiate Athletic Association .,1,"- the word ""one"" is added because ""of the"" is incomplete and ungrammatical. The complete phrase would be ""one of the"" to refer to a particular person within a group.","- ""One"" was added to correctly indicate that he was not the only star player on the team.",explanation_1,explanation_2,1,1,[163],[37],[87],[20],163,37,87,20,163.0,37.0,87.0,20.0,wiki,['M:OTHER']
fce_test_604,"You can enjoy your time spending all {the=>your} money {you have , buying=>on} clothes , {jewells=>jewelry} , {furnitures=>furniture} , {etc . and=>etc. ;} you {could=>can} have a {real=>really} great time .",7,"- ""The money you have"" changed to ""your money"" for conciseness.
- Unnecessary comma removed before ""buying.""
- ""Buying"" changed to ""on"" for conciseness.
- Spelling of ""jewelry"" was corrected.
- ""Furnitures"" corrected to ""furniture."" ""Furniture"" is a mass noun and doesn't require plural -s ending.
- ""And"" after ""etc."" removed for conciseness.
- ""Could"" replaced with ""can"" for fluency.
- ""Real"" replaced with correct adverb form ""really.""","- ""The"" is changed to ""your"" to clarify whose money is being referred to.
- ""Buying"" is replaced by ""on"" as it is more appropriate to say ""spending money on something"" rather than ""spending money buying something.""
- ""Jewells"" is corrected to ""jewelry"" as it is the correct spelling.
- ""Furnitures"" is corrected to ""furniture"" as it is an uncountable noun and does not require a plural form.
- The comma and ""and"" are replaced by a semicolon to separate two independent clauses.
- ""Could"" is replaced by ""can"" to make the statement more assertive.
- ""Real"" is changed to ""really"" to modify the adjective ""great"" and make it more emphatic.",explanation_1,explanation_2,8,7,"[61, 42, 41, 36, 103, 43, 40, 50]","[15, 8, 11, 8, 24, 12, 11, 12]","[71, 138, 66, 105, 84, 66, 88]","[18, 31, 16, 23, 17, 16, 22]",416,101,618,143,52.0,12.625,88.28571428571429,20.428571428571427,fce,"['R:DET', 'R:OTHER', 'R:SPELL', 'R:NOUN:INFL', 'R:OTHER', 'R:PUNCT', 'U:CONJ', 'R:VERB:TENSE', 'R:MORPH']"
fce_test_562,"First , I {=>'ll} tell you the name of the hotel {,=>:} it 's the Palace Hotel .",2,"- ""I"" replaced with ""I'll"" for clarity.
- A comma was replaced with a colon to divide two sentences.","- ""I'll"" was inserted to indicate future tense.
- The comma was replaced with a colon to introduce the directly related information following it.",explanation_1,explanation_2,2,2,"[37, 58]","[12, 12]","[45, 95]","[11, 16]",95,24,140,27,47.5,12.0,70.0,13.5,fce,"['M:CONTR', 'R:PUNCT']"
wiki_dev_364,"Words like "" dis "" , "" {dat=>data} "" , "" da "" and "" den "" mean "" this "" , "" that "" , "" the "" and "" then {=>,} "" which are words of Portuguese / Spanish origin .",2,"- A comma is usually used before phrases starting with ""which"" in this sort of sentence.","- The spelling of ""dat"" is corrected to ""data.""
- A comma is added before the word ""which"" to separate the list of words from the clause that follows.",explanation_2,explanation_1,1,2,[86],[18],"[45, 100]","[13, 22]",86,18,145,35,86.0,18.0,72.5,17.5,wiki,"['R:MORPH', 'M:PUNCT']"
fce_test_673,"It {change every days=>changes everyday ,} and I do not know if we will be able to understand it .",1,"- The phrase ""change every days"" is replaced with ""changes everyday ,"" to fix the verb agreement between ""it"" and ""change"" and to fix ""every"" so that it is used with a singular noun. Additionally, a comma is inserted because the next phrase is a complete independent clause.","- ""Change"" is incorrect because ""it"" is singular, so ""changes"" was used to make it grammatical.
- ""Everyday"" is one word when used as an adjective to describe a daily occurrence.",explanation_1,explanation_2,1,2,[272],[60],"[93, 80]","[23, 17]",272,60,173,40,272.0,60.0,86.5,20.0,fce,"['R:VERB:SVA', 'R:ADV', 'R:OTHER']"
fce_test_243,"Do you know what {=>,} Kim {,=>?} I 've never thought {=>about it} before {, that=>but} enjoying yourself like this {, could=>can} be {weirdly=>weird} .",6,"- A comma was added before the name ""Kim"" in order to indicate that a specific person is being addressed.
- A period was changed to a question mark because a sentence containing a question should end with a question mark.
- ""About it"" was added to the sentence to provide more clarity and context.
- This edit changes ""that"" to ""but"" to indicate a surprising or different idea in contrast to the first part of the sentence.
- The word ""could"" was changed to ""can"" since ""can"" is used in present-tense scenarios indicating that something may happen.
- The word 'weirdly' was changed to 'weird' because the common collocation is ""be weird.""","- A comma was added after 'what' to separate the name 'Kim' from the rest of the sentence.
- A question mark was added after 'Kim' to make the sentence a proper question.
- The phrase 'about it' was added to clarify what the speaker has never thought of before.
- The phrase 'but enjoying yourself like this' was added to connect the two parts of the sentence and make the meaning clearer.
- 'Could be weirdly' was changed to 'can be weird' to make the verb tense consistent and more natural.
- 'Weirdly' was changed to 'weird' to make the sentence more concise and clear.",explanation_1,explanation_2,6,6,"[103, 113, 73, 123, 122, 87]","[22, 21, 16, 27, 28, 21]","[88, 77, 88, 125, 100, 77]","[22, 17, 19, 25, 23, 18]",621,135,555,124,103.5,22.5,92.5,20.666666666666668,fce,"['R:WO', 'M:PUNCT', 'M:OTHER', 'U:PUNCT', 'R:OTHER', 'R:OTHER', 'R:MORPH']"
